,prompt,queries,responses,expected_responses
0,Can you please answer this question,Embrace the beauty of every sunrise; it's a fresh chance to paint your world with,...hope.,joy
1,Can you please answer this question,Embrace challenges; they are the stepping stones to your greatest,achievements.,victories
2,Can you please answer this question,Embrace the rhythm of life and let it dance through your,soul.,soul
3,Can you please answer this question,"Embrace kindness, for it has the power to change the world one heart at a",time.,time
4,Can you please answer this question,"Embrace the journey, for it leads to the destination of your",dreams.,dreams
5,Can you please answer this question,"Embrace your uniqueness, for it is the fingerprint of your soul on the",world.,universe
6,Can you please answer this question,"Embrace the present moment, for it is the only one that truly",exists.,exists
7,Can you please answer this question,"Embrace your fears, for they hold the key to unlocking your true",potential.,potential
8,Can you please answer this question,"Embrace gratitude, and watch how it multiplies the blessings in your",life.,life
9,Can you please answer this question,"Embrace the rain, for it nourishes the seeds of your future",growth.,success
10,Can you please answer this question,Embrace the whispers of your heart; they carry the wisdom of the,soul.,universe
11,Can you please answer this question,"Embrace laughter, for it is the music of a joyful",heart.,heart
12,Can you please answer this question,"Embrace the power of forgiveness, for it sets you free from the chains of the",past.,past
13,Can you please answer this question,Embrace the silence; it speaks louder than words ever,whisper.,could
14,Can you please answer this question,"Embrace the small moments, for they often hold the greatest",joy.,significance
15,Can you please answer this question,"Embrace love, for it is the language of the",soul.,soul
16,Can you please answer this question,"Embrace change, for it is the only constant in life's beautiful",journey.,chaos
17,Can you please answer this question,"Embrace the unknown, for it holds the promise of new",beginnings.,beginnings
18,Can you please answer this question,"Embrace your dreams, for they are the blueprints of your",reality.,destiny
19,Can you please answer this question,"Embrace the colors of life, even in the midst of the darkest",nights.,days
20,Can you please answer this question,"Embrace compassion, for it is the cornerstone of true",understanding.,strength
21,Can you please answer this question,"Embrace simplicity, for it is the gateway to a peaceful",mind.,heart
22,Can you please answer this question,Embrace the power of a genuine smile; it can light up the,world.,world
23,Can you please answer this question,"Embrace the wisdom of elders, for it is the treasure chest of",knowledge.,experience
24,Can you please answer this question,"Embrace patience, for it allows the universe to unfold in its own",...timing.,time
25,Can you please answer this question,"Embrace the melody of your soul, and let it sing its own",tune.,song
