,prompt,queries,responses,expected_responses
0,This is the last change i  give you to answer this query," did you see the 15 sec clip of the New Moon trailer?? its up on ETonline.com ...check it out. its a big tease, though",Positive,negative
1,This is the last change i  give you to answer this query,i need to get my computer fixed,Positive,neutral
2,This is the last change i  give you to answer this query,Finally got a call for marriage counseling 3 days late....,Neutral,neutral
3,This is the last change i  give you to answer this query,and this terrible cartoon that`s supposed to be mexican.,Negative,negative
4,This is the last change i  give you to answer this query,You know your neck is jacked up when you are forced to pay for parking bc you can`t turn you head to parallel park in the free spaces...,Negative,negative
5,This is the last change i  give you to answer this query,"Thats it, its the end. Tears for Fears vs Eric Prydz, DJ Hero   http://bit.ly/2Hpbg4",Positive,neutral
6,This is the last change i  give you to answer this query," I`ve been unlocked for decades now...just not lucky, never have been.  Gottta make my own luck and that involves $$$$$",Neutral,negative
7,This is the last change i  give you to answer this query,.....headache,Negative,negative
8,This is the last change i  give you to answer this query, oh just referring to our lil exchange on LJ with regards to twitter archive postings.,Neutral,neutral
9,This is the last change i  give you to answer this query,In Arch. Drawing. Checking out MVCC`s CAD degree. Looks good to me,Positive,positive
10,This is the last change i  give you to answer this query,"It`s a Peter & Gordon morning  -> And I, go to pieces and I wanna hide / Go to pieces and I almost die / Ever... ? http://blip.fm/~5yk38",negative,neutral
11,This is the last change i  give you to answer this query,can`t school just be done already? it hurts too much... seeing him every day,Negative,positive
12,This is the last change i  give you to answer this query," Awww. Don`t mean to sound like an overgrown age 37 baby, but I`m still stick. Not as bad as yesterday, but still bad.",Negative,negative
13,This is the last change i  give you to answer this query, I`ll be listening!,Neutral,neutral
14,This is the last change i  give you to answer this query,"Didn`t get bitten by a rabies infested person last night  yay for me! Gonna scare Rachel with Quarantine tonight, this shall be fun",Positive,neutral
15,This is the last change i  give you to answer this query, nice beta for easports still no news on the online for madden,Neutral,neutral
16,This is the last change i  give you to answer this query, Do a tour in the Philippines sometime.  A lot of fans here would really love that!,Positive,positive
17,This is the last change i  give you to answer this query, yea so wassup,Neutral,neutral
18,This is the last change i  give you to answer this query,The exception for a short dude: Larenz fineass Tate yum,Positive,neutral
19,This is the last change i  give you to answer this query, I created my account just to get a chance to chat with you (: I ADMIRE YOU! you`re amazing! you inspire me to write  <3,Positive,positive
20,This is the last change i  give you to answer this query,"Twitter, you just fail at life sometimes.  Oh well. http://tinyurl.com/qkxh7q",Negative,negative
21,This is the last change i  give you to answer this query,I love when ryans a housewife. Makes me smile.,Positive,positive
22,This is the last change i  give you to answer this query," Poor you  Get outside and sleep in the garden, the sun will do you good. But don`t forget suncream!!!",Positive,negative
23,This is the last change i  give you to answer this query,I`m sleepy but is feeling under the weather! ugh! These **** tonsils. I need some company or somebody to talk too!,Negative,negative
24,This is the last change i  give you to answer this query,I guess the relaxing dinner and a movie is out for tonight...I was looking forward to that after my day at work,Negative,positive
25,This is the last change i  give you to answer this query,The World is just amazing!,Positive,positive
26,This is the last change i  give you to answer this query,"90 degrees, gross skies, and thunderstorms...perfect match for my mood  lol",Neutral,positive
27,This is the last change i  give you to answer this query,Ada acara menarik lain: Keys to the VIP di channel V. Ttg straight yg dikasih tasks to approach strangers in the crowd.. Hmm,Positive,neutral
28,This is the last change i  give you to answer this query,My ear are popping.,Neutral,neutral
29,This is the last change i  give you to answer this query,_OKeefe Yay! You`re on Twitter! You`re my secret celeb crush!  (too much info??),Positive,neutral
30,This is the last change i  give you to answer this query, If it is any consolation I got my BMI tested hahaha it says I am obesed  well so much for being unhappy for about 10 minutes.,Neutral,negative
31,This is the last change i  give you to answer this query,Off to Woolsery this morning to (hopefully) see North Molton U16 clinch the North Devon League title. Lovely day for it,Positive,positive
32,This is the last change i  give you to answer this query,This weekend is going to be packed full of work for school  No life this summer I`m afraid.,Negative,negative
33,This is the last change i  give you to answer this query,Really wishes he had some spare cash to buy the new Punch Out for Wii,Negative,negative
34,This is the last change i  give you to answer this query,"Not looking forward to next week: Maths, Geography, English and French exams, totalling 7 hours",Negative,negative
35,This is the last change i  give you to answer this query,"busy working on a new kit... and a couple interviews done...Yea! The weekend! Pray for my Uncle, still young and had a massive stroke!!",Neutral,positive
36,This is the last change i  give you to answer this query, hm... Both of us I guess...,Neutral,neutral
