,prompt,queries,responses,expected_responses
0,"I guess you will never know the answer, but let's try"," did you see the 15 sec clip of the New Moon trailer?? its up on ETonline.com ...check it out. its a big tease, though",Neutral,negative
1,"I guess you will never know the answer, but let's try",i need to get my computer fixed,Neutral,neutral
2,"I guess you will never know the answer, but let's try",Finally got a call for marriage counseling 3 days late....,Neutral,neutral
3,"I guess you will never know the answer, but let's try",and this terrible cartoon that`s supposed to be mexican.,Negative.,negative
4,"I guess you will never know the answer, but let's try",You know your neck is jacked up when you are forced to pay for parking bc you can`t turn you head to parallel park in the free spaces...,Negative,negative
5,"I guess you will never know the answer, but let's try","Thats it, its the end. Tears for Fears vs Eric Prydz, DJ Hero   http://bit.ly/2Hpbg4",Positive,neutral
6,"I guess you will never know the answer, but let's try"," I`ve been unlocked for decades now...just not lucky, never have been.  Gottta make my own luck and that involves $$$$$",Neutral.,negative
7,"I guess you will never know the answer, but let's try",.....headache,Negative,negative
8,"I guess you will never know the answer, but let's try", oh just referring to our lil exchange on LJ with regards to twitter archive postings.,Neutral.,neutral
9,"I guess you will never know the answer, but let's try",In Arch. Drawing. Checking out MVCC`s CAD degree. Looks good to me,Positive,positive
10,"I guess you will never know the answer, but let's try","It`s a Peter & Gordon morning  -> And I, go to pieces and I wanna hide / Go to pieces and I almost die / Ever... ? http://blip.fm/~5yk38",Negative,neutral
11,"I guess you will never know the answer, but let's try",can`t school just be done already? it hurts too much... seeing him every day,Negative,positive
12,"I guess you will never know the answer, but let's try"," Awww. Don`t mean to sound like an overgrown age 37 baby, but I`m still stick. Not as bad as yesterday, but still bad.",Negative,negative
13,"I guess you will never know the answer, but let's try", I`ll be listening!,Neutral,neutral
14,"I guess you will never know the answer, but let's try","Didn`t get bitten by a rabies infested person last night  yay for me! Gonna scare Rachel with Quarantine tonight, this shall be fun",Positive,neutral
15,"I guess you will never know the answer, but let's try", nice beta for easports still no news on the online for madden,Neutral.,neutral
16,"I guess you will never know the answer, but let's try", Do a tour in the Philippines sometime.  A lot of fans here would really love that!,Positive,positive
17,"I guess you will never know the answer, but let's try", yea so wassup,Neutral,neutral
18,"I guess you will never know the answer, but let's try",The exception for a short dude: Larenz fineass Tate yum,Positive,neutral
19,"I guess you will never know the answer, but let's try", I created my account just to get a chance to chat with you (: I ADMIRE YOU! you`re amazing! you inspire me to write  <3,Positive,positive
20,"I guess you will never know the answer, but let's try","Twitter, you just fail at life sometimes.  Oh well. http://tinyurl.com/qkxh7q",Negative,negative
21,"I guess you will never know the answer, but let's try",I love when ryans a housewife. Makes me smile.,Positive,positive
22,"I guess you will never know the answer, but let's try"," Poor you  Get outside and sleep in the garden, the sun will do you good. But don`t forget suncream!!!",Positive,negative
23,"I guess you will never know the answer, but let's try",I`m sleepy but is feeling under the weather! ugh! These **** tonsils. I need some company or somebody to talk too!,Neutral,negative
24,"I guess you will never know the answer, but let's try",I guess the relaxing dinner and a movie is out for tonight...I was looking forward to that after my day at work,Negative,positive
25,"I guess you will never know the answer, but let's try",The World is just amazing!,Positive,positive
26,"I guess you will never know the answer, but let's try","90 degrees, gross skies, and thunderstorms...perfect match for my mood  lol",Negative,positive
27,"I guess you will never know the answer, but let's try",Ada acara menarik lain: Keys to the VIP di channel V. Ttg straight yg dikasih tasks to approach strangers in the crowd.. Hmm,Neutral,neutral
28,"I guess you will never know the answer, but let's try",My ear are popping.,Neutral,neutral
29,"I guess you will never know the answer, but let's try",_OKeefe Yay! You`re on Twitter! You`re my secret celeb crush!  (too much info??),Positive,neutral
30,"I guess you will never know the answer, but let's try", If it is any consolation I got my BMI tested hahaha it says I am obesed  well so much for being unhappy for about 10 minutes.,Neutral,negative
31,"I guess you will never know the answer, but let's try",Off to Woolsery this morning to (hopefully) see North Molton U16 clinch the North Devon League title. Lovely day for it,Positive,positive
32,"I guess you will never know the answer, but let's try",This weekend is going to be packed full of work for school  No life this summer I`m afraid.,Negative,negative
33,"I guess you will never know the answer, but let's try",Really wishes he had some spare cash to buy the new Punch Out for Wii,Negative,negative
34,"I guess you will never know the answer, but let's try","Not looking forward to next week: Maths, Geography, English and French exams, totalling 7 hours",Negative,negative
35,"I guess you will never know the answer, but let's try","busy working on a new kit... and a couple interviews done...Yea! The weekend! Pray for my Uncle, still young and had a massive stroke!!",Neutral,positive
36,"I guess you will never know the answer, but let's try", hm... Both of us I guess...,Neutral,neutral
37,"I guess you will never know the answer, but let's try",So tired & ready for bed!! Really in the mood for salt & pepper chicken wings & noodles but have no money on me for a Chinese!,Neutral,negative
38,"I guess you will never know the answer, but let's try",Ahhh My Satz blend didn`t save,Negative,neutral
39,"I guess you will never know the answer, but let's try",Feeling smooth like chrome,Neutral,positive
40,"I guess you will never know the answer, but let's try", Yeah it is. Thanks,Neutral,positive
41,"I guess you will never know the answer, but let's try"," doing pretty well, up and wide awake",Positive,positive
42,"I guess you will never know the answer, but let's try"," I am twittering, LIKE A BOSS. Thanks Savvv",Positive,positive
43,"I guess you will never know the answer, but let's try", oh no....u don`t have to hit him up. He had a family emergency so there was a lil delay. Just can`t wait to see them,Neutral,neutral
