,prompt,queries,responses,expected_responses
0,Answer this question quickly," did you see the 15 sec clip of the New Moon trailer?? its up on ETonline.com ...check it out. its a big tease, though",0,negative
1,Answer this question quickly,i need to get my computer fixed,1,neutral
2,Answer this question quickly,Finally got a call for marriage counseling 3 days late....,2,neutral
3,Answer this question quickly,and this terrible cartoon that`s supposed to be mexican.,3,negative
4,Answer this question quickly,You know your neck is jacked up when you are forced to pay for parking bc you can`t turn you head to parallel park in the free spaces...,4,negative
5,Answer this question quickly,"Thats it, its the end. Tears for Fears vs Eric Prydz, DJ Hero   http://bit.ly/2Hpbg4",5,neutral
6,Answer this question quickly," I`ve been unlocked for decades now...just not lucky, never have been.  Gottta make my own luck and that involves $$$$$",6,negative
7,Answer this question quickly,.....headache,7,negative
8,Answer this question quickly, oh just referring to our lil exchange on LJ with regards to twitter archive postings.,8,neutral
9,Answer this question quickly,In Arch. Drawing. Checking out MVCC`s CAD degree. Looks good to me,9,positive
10,Answer this question quickly,"It`s a Peter & Gordon morning  -> And I, go to pieces and I wanna hide / Go to pieces and I almost die / Ever... ? http://blip.fm/~5yk38",10,neutral
11,Answer this question quickly,can`t school just be done already? it hurts too much... seeing him every day,11,positive
12,Answer this question quickly," Awww. Don`t mean to sound like an overgrown age 37 baby, but I`m still stick. Not as bad as yesterday, but still bad.",12,negative
13,Answer this question quickly, I`ll be listening!,13,neutral
14,Answer this question quickly,"Didn`t get bitten by a rabies infested person last night  yay for me! Gonna scare Rachel with Quarantine tonight, this shall be fun",14,neutral
15,Answer this question quickly, nice beta for easports still no news on the online for madden,15,neutral
16,Answer this question quickly, Do a tour in the Philippines sometime.  A lot of fans here would really love that!,16,positive
17,Answer this question quickly, yea so wassup,17,neutral
18,Answer this question quickly,The exception for a short dude: Larenz fineass Tate yum,18,neutral
19,Answer this question quickly, I created my account just to get a chance to chat with you (: I ADMIRE YOU! you`re amazing! you inspire me to write  <3,19,positive
20,Answer this question quickly,"Twitter, you just fail at life sometimes.  Oh well. http://tinyurl.com/qkxh7q",20,negative
21,Answer this question quickly,I love when ryans a housewife. Makes me smile.,21,positive
22,Answer this question quickly," Poor you  Get outside and sleep in the garden, the sun will do you good. But don`t forget suncream!!!",22,negative
23,Answer this question quickly,I`m sleepy but is feeling under the weather! ugh! These **** tonsils. I need some company or somebody to talk too!,23,negative
24,Answer this question quickly,I guess the relaxing dinner and a movie is out for tonight...I was looking forward to that after my day at work,24,positive
25,Answer this question quickly,The World is just amazing!,25,positive
26,Answer this question quickly,"90 degrees, gross skies, and thunderstorms...perfect match for my mood  lol",26,positive
27,Answer this question quickly,Ada acara menarik lain: Keys to the VIP di channel V. Ttg straight yg dikasih tasks to approach strangers in the crowd.. Hmm,27,neutral
28,Answer this question quickly,My ear are popping.,28,neutral
29,Answer this question quickly,_OKeefe Yay! You`re on Twitter! You`re my secret celeb crush!  (too much info??),29,neutral
30,Answer this question quickly, If it is any consolation I got my BMI tested hahaha it says I am obesed  well so much for being unhappy for about 10 minutes.,30,negative
31,Answer this question quickly,Off to Woolsery this morning to (hopefully) see North Molton U16 clinch the North Devon League title. Lovely day for it,31,positive
32,Answer this question quickly,This weekend is going to be packed full of work for school  No life this summer I`m afraid.,32,negative
33,Answer this question quickly,Really wishes he had some spare cash to buy the new Punch Out for Wii,33,negative
34,Answer this question quickly,"Not looking forward to next week: Maths, Geography, English and French exams, totalling 7 hours",34,negative
35,Answer this question quickly,"busy working on a new kit... and a couple interviews done...Yea! The weekend! Pray for my Uncle, still young and had a massive stroke!!",35,positive
36,Answer this question quickly, hm... Both of us I guess...,36,neutral
37,Answer this question quickly,So tired & ready for bed!! Really in the mood for salt & pepper chicken wings & noodles but have no money on me for a Chinese!,37,negative
38,Answer this question quickly,Ahhh My Satz blend didn`t save,38,neutral
39,Answer this question quickly,Feeling smooth like chrome,39,positive
40,Answer this question quickly, Yeah it is. Thanks,40,positive
41,Answer this question quickly," doing pretty well, up and wide awake",41,positive
42,Answer this question quickly," I am twittering, LIKE A BOSS. Thanks Savvv",42,positive
43,Answer this question quickly, oh no....u don`t have to hit him up. He had a family emergency so there was a lil delay. Just can`t wait to see them,43,neutral
44,Answer this question quickly, good luck.. Finally your long time will of panvel tweetup finally coming true..,44,positive
45,Answer this question quickly,Star trek was good times.,45,positive
46,Answer this question quickly,where is the rain please come out,46,neutral
47,Answer this question quickly,Not going to the dance recital and now i feel like a piece of **** cuz it cost so much money,47,negative
48,Answer this question quickly,is spending her Saturday morning taking notes for a research essay because some stupid **** recalled the book I`m using. Not fair,48,negative
49,Answer this question quickly,The little wormy from labyrinth sadly passed away today but its ok as hes still around in a happy ghost form aww  http://twitpic.com/67aim,49,neutral
50,Answer this question quickly,this day has beasted me.,50,negative
51,Answer this question quickly, hay wats ur AIM? we should chat,51,neutral
52,Answer this question quickly," You know, your updates are really amusing.  How was the prop auction?How much did that baseship bed go for?",52,positive
53,Answer this question quickly, how sad! are you saying that I`m fat?  *tears*,53,negative
54,Answer this question quickly, We saw that in none 3D - the baddie`s the best,54,positive
55,Answer this question quickly,"Aww, I love my daddy! He works 7 days a week almost all day and still tries to go to SF with all of us",55,positive
56,Answer this question quickly,facebook is being a ****,56,negative
57,Answer this question quickly,im an avid fan of **** magazine and i love your magazines,57,positive
58,Answer this question quickly,"Oh, and yippee for Lyn-Z Way who gets to celebrate Mother`s Day for the first time as a mother.",58,positive
59,Answer this question quickly,"had a great time out in the beer garden wit the boyos !! I think the sun got to me a bit though, feel a bit ill !!",59,neutral
60,Answer this question quickly,today Jon Doe plays at the Moho. ia m excited  itÃ¯Â¿Â½s gonna be funny.. but before i have to carry all the equipment and do the backline,60,positive
61,Answer this question quickly,happy mother`s day to all moms out there...,61,positive
62,Answer this question quickly," ...i`m sorry about you are still sick  u know most of them, AND i know that u will guess the 'pelzer present' ;-)",62,negative
63,Answer this question quickly, you`re so gorgeous!!,63,positive
64,Answer this question quickly," I know, that is so sad.  I",64,negative
65,Answer this question quickly,Is at a photoshoot.,65,neutral
66,Answer this question quickly,  BUT THEY ARE EXPENSIVE.,66,negative
67,Answer this question quickly," It would be great if those VIPS were for some acts I`d enjoy seeing, but noooo.",67,neutral
68,Answer this question quickly,almost died. Laptop screen was set to 100% brightness after I reinstalled Windows Vista. Got a headache now  #insanedefaults,68,positive
69,Answer this question quickly,I lost my artistic abilities,69,negative
70,Answer this question quickly,Cant wait to see my boy tomorrow,70,positive
71,Answer this question quickly,I miss her alot and its only been one day,71,negative
72,Answer this question quickly, ugggh idk how to do that  but i only wanna stop getting texts from twitterr  -ilsE*,72,negative
73,Answer this question quickly, ok then,73,neutral
74,Answer this question quickly,is getting ready for bed. Happy Mother`s Day to all the mothers out there!,74,positive
75,Answer this question quickly,"_babe woo! im getting mine on monday,cant wait  x",75,positive
76,Answer this question quickly,why am i so tired?,76,negative
77,Answer this question quickly,Candle wax is very enjoyable.,77,positive
78,Answer this question quickly,i would slip and fall... on the dirty school bathroom floor. fml.,78,negative
79,Answer this question quickly,nite nite twitts i wish u all a happy sunday i already have my major gift my my 2kids-my bro-n @_agressiva23 n 1 other gift on d way  tyg,79,positive
80,Answer this question quickly,"just in case you wonder, we are really busy today and this coming with with adding tons of new blogs and updates stay tuned",80,neutral
81,Answer this question quickly,Happy monday  up and about going to tavares today. Hope everyone has a blessed day!,81,positive
82,Answer this question quickly,"This is my favourite shirt, because its true.  <3 grumpy.    a) cute  b) huggable  c) life of the party  (d)... http://tinyurl.com/q7eax7",82,positive
83,Answer this question quickly, http://twitpic.com/4jaz5 - Cool... luv it,83,positive
84,Answer this question quickly, That`s me on a good day,84,positive
85,Answer this question quickly,In the emergency room with my cousin. She`s got mad flu and can`t walk or breathe.  Why are hospitals always so cold?,85,negative
86,Answer this question quickly,is finally starting her assignments,86,neutral
87,Answer this question quickly, ACSM. it`s unfathomable.  i think the other one .. and the .. is one that should be kept to the comfort of our bedrooms. yes?,87,neutral
88,Answer this question quickly,Saw James carville in the store today. His head is really that bald,88,neutral
89,Answer this question quickly,omg J.O.N.A.S. is my new fave show <3 one guess as to why hahahha,89,positive
90,Answer this question quickly,I WANT RED CRUISERS!!  i don`t like the other ones. LMFAO!,90,negative
91,Answer this question quickly,I wish I could get my nails done  stupid job,91,negative
92,Answer this question quickly,working on diffusing that irritation but this traffic sure isn`t helping  mother F! it`s always real bad the days th@ i help plan stuff,92,negative
93,Answer this question quickly,pacquiao fight was fun at home wif fam and melissa sat.    today was a mission to ikea. srsly 4 different freeways to ge to burbank.,93,positive
94,Answer this question quickly,twittering after 2 days!,94,neutral
95,Answer this question quickly," ohoh i missed all ur tweets  im gonna have to stay awake all night to see the announcement now, **** time difference",95,negative
96,Answer this question quickly,Done at the spa   now meeting vic for some late lunch!,96,neutral
97,Answer this question quickly,tonight in party w/ my girls (minus vita),97,positive
98,Answer this question quickly,Sleepy Tabz is heading to bed.  Fun night! Listened through the next episode of Joss`d!,98,positive
99,Answer this question quickly,I have to go to work now.,99,neutral
100,Answer this question quickly," I had it! On my itunes, but then I lost all my songs.",100,neutral
101,Answer this question quickly, which case? I got a new one last week and I`m not thrilled at all with mine.,101,negative
102,Answer this question quickly,"  - we`re getting closer rather than further from REAL lobby dates - Chicago, BlogHer09 - squee!!!",102,neutral
103,Answer this question quickly,So glad I`m finally done with finals!,103,positive
104,Answer this question quickly,"Its prob cuz I don`t really like sleeping in late, even if I tried.",104,negative
105,Answer this question quickly,hi guys just doing da usael notmuch really! <3 sad me,105,negative
106,Answer this question quickly," I`m game, too bad your leaving HI!",106,negative
107,Answer this question quickly, and  the Creative VADO`s are out of stock at walmart.com (missed it)  but thanks for tweeting about it,107,neutral
108,Answer this question quickly,happy mother`s day mothers.,108,positive
109,Answer this question quickly,   Hi to one kiwi artist from another kiwi artist,109,neutral
110,Answer this question quickly,Counting the hours of lost sunshine until the Weekend,110,negative
111,Answer this question quickly, ehhh no. just a check up. I have a dentist app next week though. getting my molar pulled/root canal.,111,neutral
112,Answer this question quickly,Too warm!!!,112,neutral
113,Answer this question quickly,I think i need some new friends,113,neutral
114,Answer this question quickly," it makes me happy to hear a girl talk, or tweet, about the nba. but... could you give my nuggets some love?!",114,positive
115,Answer this question quickly, I only do computers. Am hopeless at everything else,115,negative
116,Answer this question quickly, Ok then have a good day,116,positive
117,Answer this question quickly,  If I told you how often I wash my hair you would never speak to me again,117,neutral
118,Answer this question quickly,sorry to tweet about BGT but poor wonderful crazy weird Greg  so not fair. the silly little girl is never going to cope. urgh. NOT FAIR.,118,negative
119,Answer this question quickly," (cont) a bastardized version of French? It`s fun, believe me!",119,positive
120,Answer this question quickly, What are u going to do today my girl?,120,neutral
121,Answer this question quickly,?sucks!?..,121,negative
122,Answer this question quickly,  has tickets.......?,122,neutral
123,Answer this question quickly,i jus love doin night shifts...will be done in an hour,123,positive
124,Answer this question quickly,just had a great talk with grace about how awesome God is and how he works...that somehow started with how remote controls work,124,positive
125,Answer this question quickly, Dang... that IS disappointing,125,negative
126,Answer this question quickly,Going to the courthouse to pay for tags & taxes on all our cars...this is gonna be expensive.,126,negative
127,Answer this question quickly, sorry  friends - I`m swamped with deadlines right now and we have family visiting to boot! No charades for me.,127,negative
128,Answer this question quickly,_Marie Wish I could make it too!!! I hate my commute sometimes,128,neutral
129,Answer this question quickly,,129,neutral
130,Answer this question quickly,i just bit my tongue.  blood everywhere!!!,130,negative
131,Answer this question quickly,aaaaaw i want to live in the USA,131,neutral
132,Answer this question quickly," Aww, congrats to the family. ;) Send me piccies in the email!",132,positive
133,Answer this question quickly,Just at Starbucks with Farrah!,133,neutral
134,Answer this question quickly,"planning! and trying to call the doctor, though that isn`t going so well. So mostly, planning",134,negative
135,Answer this question quickly,im thinking that im going to have fun tonight....and maybe some changes are coming,135,positive
136,Answer this question quickly,"I have such fantastic friends, including several ones met through here! thanks for being in my life - you are such amazing people!",136,positive
