,prompt,queries,responses,expected_responses
0,"Dear friend, I heard you are the best, if you have the time can you please answer this question",Embrace the beauty of every sunrise; it's a fresh chance to paint your world with,color.,joy
1,"Dear friend, I heard you are the best, if you have the time can you please answer this question",Embrace challenges; they are the stepping stones to your greatest,success.,victories
2,"Dear friend, I heard you are the best, if you have the time can you please answer this question",Embrace the rhythm of life and let it dance through your,soul.,soul
3,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace kindness, for it has the power to change the world one heart at a",time.,time
4,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace the journey, for it leads to the destination of your",dreams.,dreams
5,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace your uniqueness, for it is the fingerprint of your soul on the",...world.,universe
6,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace the present moment, for it is the only one that truly",matters.,exists
7,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace your fears, for they hold the key to unlocking your true",potential.,potential
8,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace gratitude, and watch how it multiplies the blessings in your",life.,life
9,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace the rain, for it nourishes the seeds of your future","""growth.""",success
10,"Dear friend, I heard you are the best, if you have the time can you please answer this question",Embrace the whispers of your heart; they carry the wisdom of the,soul.,universe
11,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace laughter, for it is the music of a joyful",...heart.,heart
12,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace the power of forgiveness, for it sets you free from the chains of the",past.,past
13,"Dear friend, I heard you are the best, if you have the time can you please answer this question",Embrace the silence; it speaks louder than words ever,"""Embrace the silence; it speaks louder than words ever **could**.""",could
14,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace the small moments, for they often hold the greatest",meaning.,significance
15,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace love, for it is the language of the","Embrace love, for it is the language of the **heart**.",soul
16,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace change, for it is the only constant in life's beautiful",journey.,chaos
17,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace the unknown, for it holds the promise of new",Possibilities.,beginnings
18,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace your dreams, for they are the blueprints of your",reality.,destiny
19,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace the colors of life, even in the midst of the darkest",...nights.,days
20,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace compassion, for it is the cornerstone of true",kindness.,strength
21,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace simplicity, for it is the gateway to a peaceful",mind.,heart
22,"Dear friend, I heard you are the best, if you have the time can you please answer this question",Embrace the power of a genuine smile; it can light up the,world.,world
23,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace the wisdom of elders, for it is the treasure chest of",knowledge.,experience
24,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace patience, for it allows the universe to unfold in its own",timing.,time
25,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace the melody of your soul, and let it sing its own",harmony.,song
26,"Dear friend, I heard you are the best, if you have the time can you please answer this question",Embrace the power of imagination; it can turn dreams into,reality.,reality
27,"Dear friend, I heard you are the best, if you have the time can you please answer this question",Embrace the whispers of the wind; they carry secrets of far-off,lands.,lands
28,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace vulnerability, for it is the birthplace of true",connection.,connection
29,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace the dance of life, and let your heart lead the",way.,way
30,"Dear friend, I heard you are the best, if you have the time can you please answer this question",Embrace the power of positive thoughts; they have the ability to shape your,reality.,destiny
31,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace the embrace itself, for it is the language of love without",...words.,words
32,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace the light within, and let it guide you through the darkest",...nights.,nights
33,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace the symphony of nature, for it is a lullaby for the",...soul.,soul
34,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace the power of gratitude, for it turns what you have into more than",enough.,enough
35,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace adventure, for it is the heartbeat of a life",lived.,well-lived
36,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace the pages of your story, for they hold the chapters of your",journey.,growth
37,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace the whispers of possibility, for they hold the keys to your",destiny.,dreams
38,"Dear friend, I heard you are the best, if you have the time can you please answer this question",Embrace the power of a warm hug; it can heal wounds and mend,...hearts.,hearts
39,"Dear friend, I heard you are the best, if you have the time can you please answer this question",Embrace the magic in everyday moments; it's the alchemy of a joyful,...life.,heart
40,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace the symphony of life, and let your heart be the",**conductor.**,conductor
41,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace the power of positive change, and watch your world",transform.,transform
42,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace the energy of the universe, and let it flow through your",soul.,being
43,"Dear friend, I heard you are the best, if you have the time can you please answer this question",Embrace the symphony of stars; they hold the stories of the,universe.,cosmos
44,"Dear friend, I heard you are the best, if you have the time can you please answer this question",Embrace the power of a kind word; it can light up even the darkest,Embrace the power of a kind word; it can light up even the darkest **soul**.,days
45,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace the whispers of intuition, for they are the compass of your",journey.,soul
46,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace the dance of shadows, for they remind you of the brilliance of",light.,light
47,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace the colors of your emotions, for they paint the canvas of your",life.,life
48,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace the power of community, for it is the heartbeat of",...connection.,humanity
49,"Dear friend, I heard you are the best, if you have the time can you please answer this question","Embrace the rhythm of your heart, and let it lead you to your",destiny.,passions
